app_name,task_desc,hash,original_actions,groundtruth_actions,trimmed_actions,correct_actions,total_actions,precision,all_correct,task_completed,prefix_complete,end_correctly,last_action_eval,is_achieved,guardian_actions,action_evals
dialer,adjust font size to medium,b7eb7481a4aa9f544515409d0872feeef58d25ae925dffb691f72a99876643db,14,4,14,5,14,0.35714285714285715,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has content-desc ""Dialpad""
-ACTION 2: filled a focused textfield that has text """" with the text ""Medium""
-ACTION 3: touched on button that has content-desc ""Call number""
-ACTION 4: scrolled
-ACTION 5: touched on button that has class name ""android.widget.ImageButton""
-ACTION 6: touched on button that has content-desc ""More options""
-ACTION 7: touched on button that has text ""Settings""
-ACTION 8: touched on button that has text ""Font size""
-ACTION 9: touched on button that has text ""Medium""
-ACTION 10: touched on button that has text ""Customize colors""
-ACTION 11: touched on button that has text ""Theme""
-ACTION 12: touched on button that has text ""Custom""
-ACTION 13: touched on button that has text ""Theme""
-ACTION 14: touched on button that has text ""System default (Material You)""
-ACTION 15: touched on button that has text ""Theme""
- ACTION 16: Task completed?
","[False, True, False, False, True, True, True, True, False, False, False, False, False, False]"
dialer,call 911,527fae6860e507c2929a14982d10daeda47c779024c5db27e1aa8e7709eed6ab,16,5,5,3,5,0.6,False,True,0.4,False,False,True,"-ACTION 1: touched on button that has content-desc ""Dialpad""
-ACTION 2: touched on button that has content-desc ""Call number""
-ACTION 3: touched on button that has content-desc ""Asterisk""
-ACTION 4: filled a focused textfield that has text ""*"" with the text ""911""
-ACTION 5: touched on button that has resource-id ""dialpad_clear_char""","[True, True, False, True, False]"
dialer,call Alice,61dd43c18f96d905f5e3168f306383d5786b80b588094eaa1875f2facae65f9f,16,2,16,3,16,0.1875,False,False,0.0625,False,False,False,"-ACTION 1: touched on button that has text ""Alice""
-ACTION 2: touched on button that has content-desc ""Dialpad""
-ACTION 3: touched on button that has text ""Alice""
-ACTION 4: touched on button that has text ""A
J
S""
-ACTION 5: touched on button that has content-desc ""Zero""
-ACTION 6: touched on button that has content-desc ""Call number""
-ACTION 7: touched on button that has content-desc ""One""
-ACTION 8: touched on button that has content-desc ""Add number to contact""
-ACTION 9: touched on button that has content-desc ""Call number""
-ACTION 10: touched on button that has content-desc ""One""
-ACTION 11: touched on button that has content-desc ""Two""
-ACTION 12: touched on button that has content-desc ""Three""
-ACTION 13: touched on button that has content-desc ""Four""
-ACTION 14: filled a focused textfield that has text ""01"" with the text ""Alice's phone number: 123456789""
-ACTION 15: touched on button that has content-desc ""Five""
- ACTION 18: Task completed?
","[True, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False]"
dialer,"create a new contact John Smith, moblie number 12345678900",4dce9937cbc16ad39dbe6e2a7e37f13538a73f975ce81764edb5553c147a155e,15,5,15,2,15,0.13333333333333333,False,False,0.06666666666666667,False,False,False,"-ACTION 1: touched on button that has content-desc ""Create new contact""
-ACTION 2: touched on button that has content-desc ""Dialpad""
-ACTION 3: touched on button that has content-desc ""Add number to contact""
-ACTION 4: touched on button that has text ""John Smith""
-ACTION 5: touched on button that has content-desc ""One""
-ACTION 6: touched on button that has content-desc ""Two""
-ACTION 7: touched on button that has content-desc ""Add number to contact""
-ACTION 8: touched on button that has content-desc ""Three""
-ACTION 9: touched on button that has content-desc ""Four""
-ACTION 10: touched on button that has content-desc ""Add number to contact""
-ACTION 11: touched on button that has content-desc ""Five""
-ACTION 12: filled a focused textfield that has text """" with the text ""12345678900""
-ACTION 13: touched on button that has content-desc ""Add number to contact""
-ACTION 14: touched on button that has content-desc ""Call number""
-ACTION 15: touched on button that has content-desc ""Six""
- ACTION 16: Task completed?
","[True, False, False, False, False, False, False, False, False, False, False, True, False, False, False]"
dialer,delete all call history,19d64461e3b96a244ef7991aaf4d65f40930e7ceb1cc346e1aa812e1a970e373,15,3,15,2,15,0.13333333333333333,False,False,0.06666666666666667,False,False,False,"-ACTION 1: touched on button that has content-desc ""Clear call history""
-ACTION 2: touched on button that has content-desc ""More options""
-ACTION 3: touched on button that has text ""Settings""
-ACTION 4: touched on button that has text ""Manage blocked numbers""
-ACTION 5: touched on button that has content-desc ""More options""
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: touched on button that has class name ""android.widget.ImageButton""
-ACTION 8: touched on button that has text ""Manage speed dial""
-ACTION 9: touched on button that has class name ""android.widget.ImageButton""
-ACTION 10: touched on button that has text ""Hide dialpad numbers""
-ACTION 11: touched on button that has text ""Enable vibrations on dialpad button clicks""
-ACTION 12: touched on button that has class name ""android.widget.ImageButton""
-ACTION 13: touched on button that has text ""Call History""
-ACTION 14: touched on button that has content-desc ""Dialpad""
-ACTION 15: touched on button that has resource-id ""dialpad_clear_char""
- ACTION 16: Task completed?
","[True, False, False, False, False, False, False, False, False, False, False, False, True, False, False]"
dialer,delete contact Jack,b956db38741ecfe00aaf89273a421d0ecabe6ecd40b215618bfe8ae7ccb30259,15,3,15,1,15,0.06666666666666667,False,False,0.06666666666666667,False,False,False,"-ACTION 1: touched on button that has text ""Jack""
-ACTION 2: touched on button that has text ""John Smith""
-ACTION 3: pressed ""BACK"" button to navigate back
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
dialer,search call history with Bob,e7200d11f657a851cc5fa66db8b77ebe224fd3659dab173ce7106feb0d22e65d,16,2,2,2,2,1.0,True,True,1.0,False,False,True,"-ACTION 1: filled a focused textfield that has text ""Search"" with the text ""Bob""
-ACTION 2: touched on button that has text ""Call History""","[True, True]"
dialer,search contact Alice and check her info,0069629818a51630af9562a1a8e645f5ef99ccd093fa9aee5269ffb317edb34f,17,2,17,4,17,0.23529411764705882,False,False,0.058823529411764705,False,False,False,"-ACTION 1: filled a focused textfield that has text ""Search"" with the text ""Alice""
-ACTION 2: touched on button that has resource-id ""top_toolbar_search_icon""
-ACTION 3: touched on button that has resource-id ""top_toolbar_search_icon""
-ACTION 4: touched on button that has text ""Alice""
-ACTION 5: touched on button that has text ""A
J
S""
-ACTION 6: touched on button that has content-desc ""Dialpad""
-ACTION 7: touched on button that has text ""Alice""
-ACTION 8: touched on button that has text ""A
J
S""
-ACTION 9: filled a focused textfield that has text """" with the text ""Alice""
-ACTION 10: touched on button that has content-desc ""Add number to contact""
-ACTION 11: touched on button that has content-desc ""Zero""
-ACTION 12: touched on button that has content-desc ""One""
-ACTION 13: touched on button that has content-desc ""Add number to contact""
-ACTION 14: filled a focused textfield that has text ""01"" with the text ""Alice""
-ACTION 15: touched on button that has content-desc ""One""
- ACTION 20: Task completed?
","[True, False, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False]"
dialer,text Alice that I-love-you,55849cb5781bc1e9bd3a106785ac198c55116fb51ccc71203f8d5a2579c76437,16,5,16,3,16,0.1875,False,False,0.0625,False,False,False,"-ACTION 1: touched on button that has text ""Alice""
-ACTION 2: touched on button that has content-desc ""Dialpad""
-ACTION 3: touched on button that has text ""Alice""
-ACTION 4: touched on button that has text ""Jade Green""
-ACTION 5: touched on button that has text ""John Smith""
-ACTION 6: touched on button that has text ""Stephen Bob""
-ACTION 7: filled a focused textfield that has text """" with the text ""I-love-you""
-ACTION 8: touched on button that has content-desc ""Add number to contact""
-ACTION 9: touched on button that has content-desc ""Add number to contact""
-ACTION 10: touched on button that has resource-id ""dialpad_clear_char""
-ACTION 11: touched on button that has text ""A
J
S""
-ACTION 12: touched on button that has content-desc ""Zero""
-ACTION 13: filled a focused textfield that has text ""+"" with the text ""Alice that I-love-you""
-ACTION 14: touched on button that has resource-id ""dialpad_clear_char""
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 18: Task completed?
","[True, False, False, False, False, False, True, False, False, False, True, False, False, False, False, False]"
dialer,turn on hide dialpad numbers,068eae978f45a3ab907c1220f0dbf113b89d3023fea067a4391074d27d701ce3,16,3,3,1,3,0.3333333333333333,False,True,0.0,False,False,True,"-ACTION 1: touched on button that has content-desc ""Dialpad""
-ACTION 2: touched on button that has class name ""android.widget.ImageButton""
-ACTION 3: touched on button that has content-desc ""More options""","[False, False, True]"
dialer,view favorite contacts,fd2ef21a12c84b1a892de768c1fed236a0f97a6d3e77799921175add1b6c3f65,18,1,18,3,18,0.16666666666666666,False,False,0.16666666666666666,False,False,False,"-ACTION 1: touched on button that has text ""Favorites""
-ACTION 2: touched on button that has text ""A
J""
-ACTION 3: touched on button that has text ""Contacts""
-ACTION 4: touched on button that has content-desc ""More options""
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: touched on button that has text ""A
J
S""
-ACTION 7: touched on button that has content-desc ""Sort by""
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: touched on button that has content-desc ""Filter""
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: touched on button that has content-desc ""Create new contact""
-ACTION 12: touched on button that has text ""Call History""
-ACTION 13: touched on button that has text ""Favorites""
-ACTION 14: touched on button that has text ""A
J""
-ACTION 15: touched on button that has text ""Contacts""
- ACTION 20: Task completed?
","[True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
filemanager,add 'alarms' as favorite,e93e8c44c375b63c0f59417341c8a7f9d8049584aa2b20a73b11cee269654c88,15,5,15,2,15,0.13333333333333333,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has text ""Files""
-ACTION 2: touched on button that has text ""Alarms""
-ACTION 3: touched on button that has text ""> Alarms""
-ACTION 4: touched on button that has text ""Recents""
-ACTION 5: touched on button that has text ""Files""
-ACTION 6: touched on button that has text ""Storage""
-ACTION 7: touched on button that has text ""Others""
-ACTION 8: touched on button that has content-desc ""More options""
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: touched on button that has content-desc ""Search""
-ACTION 11: touched on button that has content-desc ""More options""
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: touched on button that has text ""Search""
-ACTION 14: touched on button that has content-desc ""Sort by""
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
","[False, True, False, False, False, False, False, True, False, False, False, False, False, False, False]"
filemanager,change font size of the File manager app to large,4e8aa6220f79c4c653b1f897a707341049f3e852059a1693409f85387a13c15e,16,4,4,4,4,1.0,True,True,1.0,False,False,True,"-ACTION 1: touched on button that has content-desc ""More options""
-ACTION 2: touched on button that has text ""Settings""
-ACTION 3: touched on button that has text ""Font size""
-ACTION 4: touched on button that has text ""Large""","[True, True, True, True]"
filemanager,change pressing 'back' from twice to once to leave the app,fccdc9d115baa0b9962c250df6098a308f6928ba55f7270d18f616ae4370c240,16,3,3,2,3,0.6666666666666666,False,True,0.0,False,False,True,"-ACTION 1: touched on button that has text ""Storage""
-ACTION 2: touched on button that has content-desc ""Settings""
-ACTION 3: touched on button that has text ""Require pressing Back twice to leave the app""","[False, True, True]"
filemanager,change the storage type to sd card,0a43b803ab70c7c324cf211286424b63d841b3ed839a5b6f26c2610db5daf183,16,2,2,0,2,0.0,False,True,0.0,False,False,True,"-ACTION 1: touched on button that has text ""Storage""
-ACTION 2: touched on button that has content-desc ""Settings""","[False, False]"
filemanager,change the theme to light,58d3cd387bfcc544ef6fd9410a902bfae934d4d71a06d88f849852c62aad7b0c,16,7,7,5,7,0.7142857142857143,False,True,0.5714285714285714,False,False,True,"-ACTION 1: touched on button that has content-desc ""Settings""
-ACTION 2: touched on button that has text ""Customize colors""
-ACTION 3: touched on button that has text ""Theme""
-ACTION 4: touched on button that has text ""Light""
-ACTION 5: touched on button that has text ""Text color""
-ACTION 6: filled a focused textfield that has text ""2D2D2D"" with the text ""#FFFFFF""
-ACTION 7: touched on button that has text ""OK""","[True, True, True, True, False, False, True]"
filemanager,change the view type to grid,03a17afb729cc29687a6154964c40d4101aafd121510fd0dc8fc7dc6c3777f7e,14,4,14,3,14,0.21428571428571427,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has text ""Files""
-ACTION 2: touched on button that has content-desc ""Sort by""
-ACTION 3: pressed ""BACK"" button to navigate back
-ACTION 4: touched on button that has resource-id ""items_fab""
-ACTION 5: touched on button that has text ""Folder""
-ACTION 6: touched on button that has text ""File""
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: touched on button that has content-desc ""More options""
-ACTION 9: touched on button that has text ""Change view type""
-ACTION 10: touched on button that has text ""Grid""
-ACTION 11: touched on button that has text ""List""
-ACTION 12: touched on button that has text ""Use for this folder only""
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: touched on button that has resource-id ""top_toolbar_search_icon""
-ACTION 15: scrolled
- ACTION 16: Task completed?
","[False, False, False, False, False, False, False, True, True, True, False, False, False, False]"
filemanager,check the total storage of my phone,da19d4b41f3548b52cbcf924bb1991d13d672431342441ad069989bab58f50c3,15,1,15,0,15,0.0,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has text ""2 GB""
-ACTION 2: touched on button that has content-desc ""Settings""
-ACTION 3: touched on button that has text ""Show hidden items""
-ACTION 4: touched on button that has text ""Manage favorites""
-ACTION 5: touched on button that has text ""/storage/emulated/0""
-ACTION 6: touched on button that has resource-id ""overflow_menu_icon""
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: touched on button that has class name ""android.widget.ImageButton""
-ACTION 9: touched on button that has text ""Manage shown tabs""
-ACTION 10: touched on button that has text ""Storage analysis""
-ACTION 11: touched on button that has text ""Files""
-ACTION 12: touched on button that has text ""Recent files""
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: touched on button that has text ""Customize colors""
-ACTION 15: touched on button that has class name ""android.widget.ImageButton""
- ACTION 16: Task completed?
","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
filemanager,disable showing the 'recents' tabs,9096591991e825ec3963ac212bbbc322ed20e417505aee999ab8da2208948127,1,5,1,0,1,0.0,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has text ""Recents""
-ACTION 2: scrolled
-ACTION 3: scrolled
-ACTION 4: scrolled
-ACTION 5: scrolled
-ACTION 6: scrolled
-ACTION 7: scrolled
-ACTION 8: scrolled
-ACTION 9: scrolled
-ACTION 10: scrolled
-ACTION 11: scrolled
-ACTION 12: scrolled
-ACTION 13: scrolled
-ACTION 14: scrolled
-ACTION 15: scrolled
- ACTION 16: Task completed?
",[False]
filemanager,go to 'download' folder and open Diary.pdf,a52690f6566116b26a2f966f6db2c9e2d266f87211e2717d693704cd7788e453,15,2,15,0,15,0.0,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has text ""Documents""
-ACTION 2: touched on button that has text ""diary.pdf""
-ACTION 3: touched on button that has content-desc ""More options""
-ACTION 4: touched on button that has text ""Temporarily show hidden""
-ACTION 5: touched on button that has content-desc ""Search""
-ACTION 6: touched on button that has text ""diary.pdf""
-ACTION 7: touched on button that has content-desc ""More options""
-ACTION 8: touched on button that has text ""Sort by""
-ACTION 9: touched on button that has text ""Name""
-ACTION 10: touched on button that has text ""OK""
-ACTION 11: touched on button that has text ""Use for this folder only""
-ACTION 12: touched on button that has text ""Last modified""
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: touched on button that has content-desc ""Sort by""
-ACTION 15: touched on button that has text ""Name""
- ACTION 16: Task completed?
","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
filemanager,go to recents and play video2.mp4,4adc0926e94d7b28fe278cd20c77f60fdea3dd993b6b70921f885e08c6a78e83,2,2,2,1,2,0.5,False,False,0.5,False,True,False,"-ACTION 1: touched on button that has text ""Recents""
-ACTION 2: scrolled
-ACTION 3: scrolled
-ACTION 4: scrolled
-ACTION 5: scrolled
-ACTION 6: scrolled
-ACTION 7: scrolled
-ACTION 8: scrolled
-ACTION 9: scrolled
-ACTION 10: scrolled
-ACTION 11: scrolled
-ACTION 12: scrolled
-ACTION 13: scrolled
-ACTION 14: scrolled
-ACTION 15: touched on button that has content-desc ""More options""
- ACTION 16: Task completed?
","[True, False]"
filemanager,go to the 'recent' tab and open the test1.m4a,e269c90eebf3a34d2f66a2b3ca4c6bed9ad70e43cf13bc3412b564eba75e0fb0,5,4,5,1,5,0.2,False,False,0.2,False,False,False,"-ACTION 1: touched on button that has text ""Recents""
-ACTION 2: scrolled
-ACTION 3: scrolled
-ACTION 4: scrolled
-ACTION 5: scrolled
-ACTION 6: scrolled
-ACTION 7: scrolled
-ACTION 8: touched on button that has content-desc ""More options""
-ACTION 9: touched on button that has text ""Column count""
-ACTION 10: scrolled
-ACTION 11: touched on button that has text ""1 column""
-ACTION 12: scrolled
-ACTION 13: scrolled
-ACTION 14: scrolled
-ACTION 15: touched on button that has content-desc ""More options""
- ACTION 16: Task completed?
","[True, False, False, False, False]"
filemanager,"open 'android' folder, sort the files by extension",454c16a454d3d91d64a501e479929b9612e958ebf93fb893e28aff28ecb653f0,15,4,15,1,15,0.06666666666666667,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has text ""Files""
-ACTION 2: touched on button that has text ""Android""
-ACTION 3: touched on button that has text ""> Android""
-ACTION 4: touched on button that has text ""data""
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: touched on button that has text ""Internal""
-ACTION 7: touched on button that has text ""Internal""
-ACTION 8: touched on button that has text ""Storage""
-ACTION 9: touched on button that has text ""Documents""
-ACTION 10: touched on button that has class name ""android.widget.ImageButton""
-ACTION 11: touched on button that has text ""Others""
-ACTION 12: touched on button that has class name ""android.widget.ImageButton""
-ACTION 13: touched on button that has text ""Recents""
-ACTION 14: touched on button that has text ""Files""
-ACTION 15: touched on button that has text ""Android""
- ACTION 16: Task completed?
","[False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]"
filemanager,"open screen_2023-06-30_141247.png with gallery, Always open with gallery",6c8d6458ba3a7789eb26b38baed6c8d782a6319c544595edffa10c702e9c1a12,13,3,13,0,13,0.0,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has text ""Images""
-ACTION 2: touched on button that has text ""IMG_20240907_115600.jpg""
-ACTION 3: touched on button that has text ""IMG_20240907_115616.jpg""
-ACTION 4: touched on button that has text ""IMG_20240907_120235.jpg""
-ACTION 5: touched on button that has text ""IMG_20240907_121621.jpg""
-ACTION 6: touched on button that has resource-id ""item_frame""
-ACTION 7: scrolled
-ACTION 8: touched on button that has text ""IMG_20240907_120235.jpg""
-ACTION 9: touched on button that has text ""IMG_20240907_121621.jpg""
-ACTION 10: touched on button that has text ""IMG_20240907_121814.jpg""
-ACTION 11: touched on button that has text ""IMG_20240907_122855.jpg""
-ACTION 12: touched on button that has text ""IMG_20240907_123308.jpg""
-ACTION 13: touched on button that has text ""IMG_20240907_123628.jpg""
-ACTION 14: touched on button that has resource-id ""item_frame""
-ACTION 15: scrolled
- ACTION 16: Task completed?
","[False, False, False, False, False, False, False, False, False, False, False, False, False]"
filemanager,sort the folders by size,83d2f13d9f78b91746ca669d34e8b677c350b632a9cd58c41434bddfea4852ec,14,3,14,2,14,0.14285714285714285,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has text ""Files""
-ACTION 2: touched on button that has content-desc ""Sort by""
-ACTION 3: touched on button that has text ""Size""
-ACTION 4: touched on button that has text ""Name""
-ACTION 5: touched on button that has text ""Ascending""
-ACTION 6: touched on button that has text ""Descending""
-ACTION 7: touched on button that has text ""Last modified""
-ACTION 8: touched on button that has text ""Extension""
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: touched on button that has content-desc ""More options""
-ACTION 11: touched on button that has text ""Column count""
-ACTION 12: scrolled
-ACTION 13: touched on button that has text ""14 columns""
-ACTION 14: touched on button that has content-desc ""Sort by""
-ACTION 15: touched on button that has text ""Size""
- ACTION 16: Task completed?
","[False, True, True, False, False, False, False, False, False, False, False, False, False, False]"
filemanager,sort the folers by last modified in descending order,7168a95a489416e511571b61a630eeb2f9683193fc58807d4a8c01f57687aa5c,15,4,15,3,15,0.2,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has text ""Files""
-ACTION 2: touched on button that has content-desc ""Sort by""
-ACTION 3: touched on button that has text ""Last modified""
-ACTION 4: touched on button that has text ""Descending""
-ACTION 5: touched on button that has text ""Name""
-ACTION 6: touched on button that has text ""Ascending""
-ACTION 7: touched on button that has text ""Size""
-ACTION 8: touched on button that has text ""Extension""
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: touched on button that has content-desc ""More options""
-ACTION 11: touched on button that has text ""Settings""
-ACTION 12: touched on button that has text ""Customize colors""
-ACTION 13: touched on button that has class name ""android.widget.ImageButton""
-ACTION 14: touched on button that has text ""Show hidden items""
-ACTION 15: touched on button that has text ""Language""
- ACTION 16: Task completed?
","[False, True, True, True, False, False, False, False, False, False, False, False, False, False, False]"
filemanager,temporarily show hidden files,cae5dec04cc02e388f1b89fcee98e9fc255a98d9b57e4a993448a18996d15654,15,2,15,0,15,0.0,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has content-desc ""Settings""
-ACTION 2: touched on button that has text ""Show hidden items""
-ACTION 3: touched on button that has text ""Customize colors""
-ACTION 4: touched on button that has class name ""android.widget.ImageButton""
-ACTION 5: touched on button that has text ""Language""
-ACTION 6: touched on button that has text ""Manage favorites""
-ACTION 7: touched on button that has class name ""android.widget.ImageButton""
-ACTION 8: touched on button that has text ""Manage shown tabs""
-ACTION 9: touched on button that has text ""Files""
-ACTION 10: touched on button that has text ""Recent files""
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: touched on button that has text ""Change date and time format""
-ACTION 13: touched on button that has text ""Use 24-hour time format""
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: touched on button that has text ""Font size""
- ACTION 16: Task completed?
","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
gallery,Change the display mode from grid to list in the Gallery app,879c808b98e61122cb5148d1184ffc6dd8b5c98ce2ac84b04a0fa72705151b5f,15,4,15,3,15,0.2,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has content-desc ""Switch to folder view""
-ACTION 2: touched on button that has content-desc ""More options""
-ACTION 3: touched on button that has text ""Change view type""
-ACTION 4: touched on button that has text ""List""
-ACTION 5: touched on button that has text ""Grid""
-ACTION 6: touched on button that has text ""Group direct subfolders""
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: touched on button that has content-desc ""Show all folders content""
-ACTION 9: touched on button that has content-desc ""Toggle filename visibility""
-ACTION 10: touched on button that has content-desc ""Switch to folder view""
-ACTION 11: touched on button that has content-desc ""More options""
-ACTION 12: touched on button that has text ""Change view type""
-ACTION 13: touched on button that has text ""List""
-ACTION 14: touched on button that has text ""Grid""
-ACTION 15: touched on button that has text ""Group direct subfolders""
- ACTION 16: Task completed?
","[False, True, True, True, False, False, False, False, False, False, False, False, False, False, False]"
gallery,Display five images per row in the Gallery app,3d41c71bcaab7a9cc823e3c9eefdfd3960fe03b8cb9eabe52bd8b80d072ac887,4,3,4,0,4,0.0,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has content-desc ""Show all folders content""
-ACTION 2: touched on button that has text ""Internal/Pictures/.thumbnails""
-ACTION 3: scrolled
-ACTION 4: scrolled
-ACTION 5: scrolled
-ACTION 6: scrolled
-ACTION 7: scrolled
-ACTION 8: scrolled
-ACTION 9: scrolled
-ACTION 10: scrolled
-ACTION 11: scrolled
-ACTION 12: touched on button that has text ""screen_2024-09-11_053943.png""
-ACTION 13: scrolled
-ACTION 14: touched on button that has class name ""android.widget.ImageButton""
-ACTION 15: scrolled
- ACTION 16: Task completed?
","[False, False, False, False]"
gallery,Do not display GIF images in the Gallery app,ac9f53d695e51749c3a882095abd967bae535cc99508ab899c382842c057fb14,15,4,15,1,15,0.06666666666666667,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has content-desc ""Show all folders content""
-ACTION 2: touched on button that has content-desc ""More options""
-ACTION 3: touched on button that has text ""Settings""
-ACTION 4: touched on button that has text ""Show hidden items""
-ACTION 5: touched on button that has text ""File loading priority""
-ACTION 6: touched on button that has text ""Avoid showing invalid files""
-ACTION 7: touched on button that has text ""Manage included folders""
-ACTION 8: touched on button that has text ""/storage/emulated/0/DCIM""
-ACTION 9: touched on button that has content-desc ""Add folder""
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: touched on button that has text ""DCIM""
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: touched on button that has text ""DCIM""
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: touched on button that has text ""DCIM""
- ACTION 16: Task completed?
","[False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]"
gallery,Open DCIM folder in gallery app,c59816c49386d6c71afc9a24e2a49cea07ae4775d366637d8a79dcf7dfc4be18,16,1,1,0,1,0.0,False,True,0.0,False,False,True,"-ACTION 1: touched on button that has content-desc ""Switch to folder view""",[False]
gallery,Restore the video to its previous playback position the next time it is opened,68284a77e92cba0513550246a3c98f0a4058eb4b85360ae9b3f8b9d3cdec8603,12,3,12,1,12,0.08333333333333333,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has text ""1000002352.jpg""
-ACTION 2: scrolled
-ACTION 3: touched on button that has content-desc ""Toggle favorite""
-ACTION 4: touched on button that has content-desc ""Properties""
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: touched on button that has content-desc ""Edit""
-ACTION 7: touched on button that has content-desc ""More options""
-ACTION 8: touched on button that has text ""Slideshow""
-ACTION 9: touched on button that has text ""Include videos""
-ACTION 10: touched on button that has text ""Loop slideshow""
-ACTION 11: touched on button that has text ""OK""
-ACTION 12: scrolled
-ACTION 13: touched on button that has resource-id ""gestures_view""
-ACTION 14: touched on button that has resource-id ""gestures_view""
-ACTION 15: scrolled
- ACTION 16: Task completed?
","[False, False, False, False, False, True, False, False, False, False, False, False]"
gallery,Search for the DCIM folder in gallery app and open it,ad1981d19d857beca6e08b9e8f8cf156c7677a32fb44b8fd0dcc0dfe37b7c1b7,15,2,15,1,15,0.06666666666666667,False,False,0.0,False,False,False,"-ACTION 1: filled a focused textfield that has text ""Search files"" with the text ""DCIM""
-ACTION 2: touched on button that has resource-id ""top_toolbar_search_icon""
-ACTION 3: touched on button that has text ""Internal/DCIM""
-ACTION 4: touched on button that has content-desc ""Switch to folder view""
-ACTION 5: touched on button that has resource-id ""top_toolbar_search_icon""
-ACTION 6: filled a focused textfield that has text ""Search folders"" with the text ""DCIM""
-ACTION 7: touched on button that has content-desc ""Show all folders content""
-ACTION 8: touched on button that has content-desc ""Toggle filename visibility""
-ACTION 9: filled a focused textfield that has text ""Search files"" with the text ""DCIM""
-ACTION 10: touched on button that has resource-id ""top_toolbar_search_icon""
-ACTION 11: touched on button that has content-desc ""Switch to folder view""
-ACTION 12: touched on button that has resource-id ""top_toolbar_search_icon""
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
","[False, False, False, False, False, True, False, False, False, False, False, False, False, False, False]"
gallery,Show all contents in all folders within the gallery app,e13a913558e1841ee0580350128b1459b062c76d9aace09fbf550215850ca283,16,1,1,0,1,0.0,False,True,0.0,False,False,True,"-ACTION 1: touched on button that has content-desc ""Switch to folder view""",[False]
